"subjects" "activity" "variable" "mean"
"4805" 21 "STANDING" "tBodyAcc_mean()_X" 0.27695224258427
"4806" 21 "LAYING" "tBodyAcc_mean()_X" 0.271325472455556
"4807" 22 "WALKING" "tBodyAcc_mean()_X" 0.27886459
"4808" 22 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.248391534566667
"4809" 22 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.284458963861111
"4810" 22 "SITTING" "tBodyAcc_mean()_X" 0.273583822709677
"4811" 22 "STANDING" "tBodyAcc_mean()_X" 0.279053861587302
"4812" 22 "LAYING" "tBodyAcc_mean()_X" 0.279959721194444
"4813" 23 "WALKING" "tBodyAcc_mean()_X" 0.273211884237288
"4814" 23 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.249995171031373
"4815" 23 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.289897411148148
"4816" 23 "SITTING" "tBodyAcc_mean()_X" 0.273351251617647
"4817" 23 "STANDING" "tBodyAcc_mean()_X" 0.277899323235294
"4818" 23 "LAYING" "tBodyAcc_mean()_X" 0.274038007986111
"4819" 24 "WALKING" "tBodyAcc_mean()_X" 0.276980816034483
"4820" 24 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.269881106779661
"4821" 24 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.288631208909091
"4822" 24 "SITTING" "tBodyAcc_mean()_X" 0.273475690147059
"4823" 24 "STANDING" "tBodyAcc_mean()_X" 0.280348883913043
"4824" 24 "LAYING" "tBodyAcc_mean()_X" 0.272850494930556
"4825" 25 "WALKING" "tBodyAcc_mean()_X" 0.278992759054054
"4826" 25 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.277995411384615
"4827" 25 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.291329666206897
"4828" 25 "SITTING" "tBodyAcc_mean()_X" 0.278541482461538
"4829" 25 "STANDING" "tBodyAcc_mean()_X" 0.278013701621622
"4830" 25 "LAYING" "tBodyAcc_mean()_X" 0.250791828613699
"4831" 26 "WALKING" "tBodyAcc_mean()_X" 0.279264443728814
"4832" 26 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.272691394545455
"4833" 26 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.2792845828
"4834" 26 "SITTING" "tBodyAcc_mean()_X" 0.258243530166667
"4835" 26 "STANDING" "tBodyAcc_mean()_X" 0.281127035405405
"4836" 26 "LAYING" "tBodyAcc_mean()_X" 0.271645864540789
"4837" 27 "WALKING" "tBodyAcc_mean()_X" 0.276849485438596
"4838" 27 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.265770253921569
"4839" 27 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.2975441875
"4840" 27 "SITTING" "tBodyAcc_mean()_X" 0.273941302571429
"4841" 27 "STANDING" "tBodyAcc_mean()_X" 0.279566921625
"4842" 27 "LAYING" "tBodyAcc_mean()_X" 0.274102492432432
"4843" 28 "WALKING" "tBodyAcc_mean()_X" 0.281228223888889
"4844" 28 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.262005841764706
"4845" 28 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.293642076521739
"4846" 28 "SITTING" "tBodyAcc_mean()_X" 0.276977629444444
"4847" 28 "STANDING" "tBodyAcc_mean()_X" 0.277795069113924
"4848" 28 "LAYING" "tBodyAcc_mean()_X" 0.2759134825
"4849" 29 "WALKING" "tBodyAcc_mean()_X" 0.271999916792453
"4850" 29 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.265423066877551
"4851" 29 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.293140441083333
"4852" 29 "SITTING" "tBodyAcc_mean()_X" 0.2771799775
"4853" 29 "STANDING" "tBodyAcc_mean()_X" 0.277965065846154
"4854" 29 "LAYING" "tBodyAcc_mean()_X" 0.287295196811594
"4855" 30 "WALKING" "tBodyAcc_mean()_X" 0.276406758
"4856" 30 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.271415642261538
"4857" 30 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.283190646967742
"4858" 30 "SITTING" "tBodyAcc_mean()_X" 0.268336081379032
"4859" 30 "STANDING" "tBodyAcc_mean()_X" 0.277112699152542
"4860" 30 "LAYING" "tBodyAcc_mean()_X" 0.281033900571429
"4861" 1 "WALKING" "tBodyAcc_mean()_Y" -0.0173838185273684
"4862" 1 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0239531492643396
"4863" 1 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.00991850461020408
"4864" 1 "SITTING" "tBodyAcc_mean()_Y" -0.00130828765170213
"4865" 1 "STANDING" "tBodyAcc_mean()_Y" -0.0161375901037736
"4866" 1 "LAYING" "tBodyAcc_mean()_Y" -0.0405139534294
"4867" 2 "WALKING" "tBodyAcc_mean()_Y" -0.0185949199145763
"4868" 2 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0214121132045833
"4869" 2 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0226614158361702
"4870" 2 "SITTING" "tBodyAcc_mean()_Y" -0.0156879937282609
"4871" 2 "STANDING" "tBodyAcc_mean()_Y" -0.0184208270166667
"4872" 2 "LAYING" "tBodyAcc_mean()_Y" -0.0181587397583333
"4873" 3 "WALKING" "tBodyAcc_mean()_Y" -0.0171767844203448
"4874" 3 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0324109410555932
"4875" 3 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0193554079328571
"4876" 3 "SITTING" "tBodyAcc_mean()_Y" -0.00350299841730769
"4877" 3 "STANDING" "tBodyAcc_mean()_Y" -0.0143376555065574
"4878" 3 "LAYING" "tBodyAcc_mean()_Y" -0.0189556785048387
"4879" 4 "WALKING" "tBodyAcc_mean()_Y" -0.0148399475341667
"4880" 4 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0319804295729615
"4881" 4 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.00980200850666667
"4882" 4 "SITTING" "tBodyAcc_mean()_Y" -0.007163065158
"4883" 4 "STANDING" "tBodyAcc_mean()_Y" -0.00948911098553571
"4884" 4 "LAYING" "tBodyAcc_mean()_Y" -0.0150031841055556
"4885" 5 "WALKING" "tBodyAcc_mean()_Y" -0.0172850317482679
"4886" 5 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0325269755153191
"4887" 5 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.00850107533191489
"4888" 5 "SITTING" "tBodyAcc_mean()_Y" -0.00990083527045455
"4889" 5 "STANDING" "tBodyAcc_mean()_Y" -0.00700418554517857
"4890" 5 "LAYING" "tBodyAcc_mean()_Y" -0.0183042123269231
"4891" 6 "WALKING" "tBodyAcc_mean()_Y" -0.0168954189082456
"4892" 6 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0272425385070588
"4893" 6 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.019536840063125
"4894" 6 "SITTING" "tBodyAcc_mean()_Y" -0.0145911615290909
"4895" 6 "STANDING" "tBodyAcc_mean()_Y" -0.0181236327175439
"4896" 6 "LAYING" "tBodyAcc_mean()_Y" -0.0102529170561404
"4897" 7 "WALKING" "tBodyAcc_mean()_Y" -0.018653665345614
"4898" 7 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0275639005607843
"4899" 7 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0166332372978723
"4900" 7 "SITTING" "tBodyAcc_mean()_Y" -0.01461097580375
"4901" 7 "STANDING" "tBodyAcc_mean()_Y" -0.0145740341037736
"4902" 7 "LAYING" "tBodyAcc_mean()_Y" -0.0204411516884615
"4903" 8 "WALKING" "tBodyAcc_mean()_Y" -0.0186628865310417
"4904" 8 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0282415136341463
"4905" 8 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0211058674973684
"4906" 8 "SITTING" "tBodyAcc_mean()_Y" -0.00672550621304348
"4907" 8 "STANDING" "tBodyAcc_mean()_Y" -0.0148113067148148
"4908" 8 "LAYING" "tBodyAcc_mean()_Y" -0.0212281733881481
"4909" 9 "WALKING" "tBodyAcc_mean()_Y" -0.0180891971284423
"4910" 9 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0195101099975714
"4911" 9 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0203994269075476
"4912" 9 "SITTING" "tBodyAcc_mean()_Y" -0.02701677698
"4913" 9 "STANDING" "tBodyAcc_mean()_Y" -0.0200454954022222
"4914" 9 "LAYING" "tBodyAcc_mean()_Y" -0.020526821662
"4915" 10 "WALKING" "tBodyAcc_mean()_Y" -0.017022351190566
"4916" 10 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0143854920340426
"4917" 10 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0200050770710526
"4918" 10 "SITTING" "tBodyAcc_mean()_Y" -0.015042681852037
"4919" 10 "STANDING" "tBodyAcc_mean()_Y" -0.0155418603409091
"4920" 10 "LAYING" "tBodyAcc_mean()_Y" -0.024294484137931
"4921" 11 "WALKING" "tBodyAcc_mean()_Y" -0.0166475833623729
"4922" 11 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0303157822055556
"4923" 11 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0178097721219565
"4924" 11 "SITTING" "tBodyAcc_mean()_Y" -0.0149195616754717
"4925" 11 "STANDING" "tBodyAcc_mean()_Y" -0.0171990886595745
"4926" 11 "LAYING" "tBodyAcc_mean()_Y" -0.0176598052315789
"4927" 12 "WALKING" "tBodyAcc_mean()_Y" -0.015560927606
"4928" 12 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0263574903403846
"4929" 12 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.018084266865793
"4930" 12 "SITTING" "tBodyAcc_mean()_Y" -0.0157892988523529
"4931" 12 "STANDING" "tBodyAcc_mean()_Y" -0.0169002543196721
"4932" 12 "LAYING" "tBodyAcc_mean()_Y" -0.0175203917146667
"4933" 13 "WALKING" "tBodyAcc_mean()_Y" -0.0185660651947368
"4934" 13 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0277392253910909
"4935" 13 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0143723839108511
"4936" 13 "SITTING" "tBodyAcc_mean()_Y" -0.00587732936326531
"4937" 13 "STANDING" "tBodyAcc_mean()_Y" -0.0167891993964912
"4938" 13 "LAYING" "tBodyAcc_mean()_Y" -0.020440454366129
"4939" 14 "WALKING" "tBodyAcc_mean()_Y" -0.0217785380966102
"4940" 14 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0204388180024074
"4941" 14 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0200141413657778
"4942" 14 "SITTING" "tBodyAcc_mean()_Y" -0.00870565463888889
"4943" 14 "STANDING" "tBodyAcc_mean()_Y" -0.01520781344
"4944" 14 "LAYING" "tBodyAcc_mean()_Y" -0.0113424652490196
"4945" 15 "WALKING" "tBodyAcc_mean()_Y" -0.0170809740090741
"4946" 15 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0287523860708333
"4947" 15 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.00563047804309524
"4948" 15 "SITTING" "tBodyAcc_mean()_Y" -0.0117188472271186
"4949" 15 "STANDING" "tBodyAcc_mean()_Y" -0.0183516360396226
"4950" 15 "LAYING" "tBodyAcc_mean()_Y" -0.0166296542054167
"4951" 16 "WALKING" "tBodyAcc_mean()_Y" -0.0204286929452941
"4952" 16 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0143654945011765
"4953" 16 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0183898583787234
"4954" 16 "SITTING" "tBodyAcc_mean()_Y" -0.0102497939956522
"4955" 16 "STANDING" "tBodyAcc_mean()_Y" -0.0165999672935897
"4956" 16 "LAYING" "tBodyAcc_mean()_Y" -0.0166103510562857
"4957" 17 "WALKING" "tBodyAcc_mean()_Y" -0.0184875403339344
"4958" 17 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0228645614308333
"4959" 17 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0167359404347826
"4960" 17 "SITTING" "tBodyAcc_mean()_Y" -0.014156274084375
"4961" 17 "STANDING" "tBodyAcc_mean()_Y" -0.0174120064169231
"4962" 17 "LAYING" "tBodyAcc_mean()_Y" -0.0168462006729577
"4963" 18 "WALKING" "tBodyAcc_mean()_Y" -0.0178023631866071
"4964" 18 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0222060684378914
"4965" 18 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0168666920221818
"4966" 18 "SITTING" "tBodyAcc_mean()_Y" -0.0128691279736842
"4967" 18 "STANDING" "tBodyAcc_mean()_Y" -0.0166353518150685
"4968" 18 "LAYING" "tBodyAcc_mean()_Y" -0.0173937684615385
"4969" 19 "WALKING" "tBodyAcc_mean()_Y" -0.0191773587903846
"4970" 19 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0303986615775
"4971" 19 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0145942275069487
"4972" 19 "SITTING" "tBodyAcc_mean()_Y" -0.016739260030137
"4973" 19 "STANDING" "tBodyAcc_mean()_Y" -0.0154244056945205
"4974" 19 "LAYING" "tBodyAcc_mean()_Y" -0.0171426864421687
"4975" 20 "WALKING" "tBodyAcc_mean()_Y" -0.021199992245098
"4976" 20 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0282258047588235
"4977" 20 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.00964120773155556
"4978" 20 "SITTING" "tBodyAcc_mean()_Y" -0.0147229305131818
"4979" 20 "STANDING" "tBodyAcc_mean()_Y" -0.0180695049161644
"4980" 20 "LAYING" "tBodyAcc_mean()_Y" -0.0144406281132353
"4981" 21 "WALKING" "tBodyAcc_mean()_Y" -0.0181610317526923
"4982" 21 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0237218695148936
"4983" 21 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0173195390157778
"4984" 21 "SITTING" "tBodyAcc_mean()_Y" -0.0144009705494118
"4985" 21 "STANDING" "tBodyAcc_mean()_Y" -0.0167084730205618
"4986" 21 "LAYING" "tBodyAcc_mean()_Y" -0.0184233048415556
"4987" 22 "WALKING" "tBodyAcc_mean()_Y" -0.0167213607957174
"4988" 22 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0268622561133333
"4989" 22 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0197999371686389
"4990" 22 "SITTING" "tBodyAcc_mean()_Y" -0.0123468446419355
"4991" 22 "STANDING" "tBodyAcc_mean()_Y" -0.0158563207496825
"4992" 22 "LAYING" "tBodyAcc_mean()_Y" -0.0142629864502778
"4993" 23 "WALKING" "tBodyAcc_mean()_Y" -0.0183618711932203
"4994" 23 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0323844029237255
"4995" 23 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0162111457238889
"4996" 23 "SITTING" "tBodyAcc_mean()_Y" -0.0133945015676471
"4997" 23 "STANDING" "tBodyAcc_mean()_Y" -0.0177475547867647
"4998" 23 "LAYING" "tBodyAcc_mean()_Y" -0.0216553835833333
"4999" 24 "WALKING" "tBodyAcc_mean()_Y" -0.0225446400534483
"5000" 24 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0251979434569492
"5001" 24 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0145730348310909
"5002" 24 "SITTING" "tBodyAcc_mean()_Y" -0.0131255097938235
"5003" 24 "STANDING" "tBodyAcc_mean()_Y" -0.0144785340348986
"5004" 24 "LAYING" "tBodyAcc_mean()_Y" -0.0173555210111111
"5005" 25 "WALKING" "tBodyAcc_mean()_Y" -0.0186477624716216
"5006" 25 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0269863524264615
"5007" 25 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0210170522987931
"5008" 25 "SITTING" "tBodyAcc_mean()_Y" -0.0147696808030769
"5009" 25 "STANDING" "tBodyAcc_mean()_Y" -0.0163569730274324
"5010" 25 "LAYING" "tBodyAcc_mean()_Y" -0.0188943663671233
"5011" 26 "WALKING" "tBodyAcc_mean()_Y" -0.0154259586949153
"5012" 26 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0281633797398182
"5013" 26 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.01262580966778
"5014" 26 "SITTING" "tBodyAcc_mean()_Y" -0.00713364541358974
"5015" 26 "STANDING" "tBodyAcc_mean()_Y" -0.0166608306652703
"5016" 26 "LAYING" "tBodyAcc_mean()_Y" -0.0191895728026316
"5017" 27 "WALKING" "tBodyAcc_mean()_Y" -0.0166478783221912
"5018" 27 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0200953324078431
"5019" 27 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0135564467159091
"5020" 27 "SITTING" "tBodyAcc_mean()_Y" -0.0155269799285714
"5021" 27 "STANDING" "tBodyAcc_mean()_Y" -0.016593236445
"5022" 27 "LAYING" "tBodyAcc_mean()_Y" -0.0179867611216216
"5023" 28 "WALKING" "tBodyAcc_mean()_Y" -0.0156759722981481
"5024" 28 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0279443943478431
"5025" 28 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0220230465913043
"5026" 28 "SITTING" "tBodyAcc_mean()_Y" -0.0185404441258333
"5027" 28 "STANDING" "tBodyAcc_mean()_Y" -0.0172635124672152
"5028" 28 "LAYING" "tBodyAcc_mean()_Y" -0.0167537858225
"5029" 29 "WALKING" "tBodyAcc_mean()_Y" -0.0162915600588679
"5030" 29 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0299465312326531
"5031" 29 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.01494121505625
"5032" 29 "SITTING" "tBodyAcc_mean()_Y" -0.016630680375
"5033" 29 "STANDING" "tBodyAcc_mean()_Y" -0.0172605869061538
"5034" 29 "LAYING" "tBodyAcc_mean()_Y" -0.0171965484202899
"5035" 30 "WALKING" "tBodyAcc_mean()_Y" -0.0175880385730769
"5036" 30 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Y" -0.0253311698786154
"5037" 30 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Y" -0.0174383900204839
"5038" 30 "SITTING" "tBodyAcc_mean()_Y" -0.00804731295322581
"5039" 30 "STANDING" "tBodyAcc_mean()_Y" -0.0170163887813559
"5040" 30 "LAYING" "tBodyAcc_mean()_Y" -0.0194494098614286
"5041" 1 "WALKING" "tBodyAcc_mean()_Z" -0.111148103547368
"5042" 1 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.0973020020943396
"5043" 1 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.107566190908163
"5044" 1 "SITTING" "tBodyAcc_mean()_Z" -0.104544182255319
"5045" 1 "STANDING" "tBodyAcc_mean()_Z" -0.110601817735849
"5046" 1 "LAYING" "tBodyAcc_mean()_Z" -0.11320355358
"5047" 2 "WALKING" "tBodyAcc_mean()_Z" -0.105500357966102
"5048" 2 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.152513899520833
"5049" 2 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.116812942382979
"5050" 2 "SITTING" "tBodyAcc_mean()_Z" -0.109218272456522
"5051" 2 "STANDING" "tBodyAcc_mean()_Z" -0.105908536055556
"5052" 2 "LAYING" "tBodyAcc_mean()_Z" -0.107245610416667
"5053" 3 "WALKING" "tBodyAcc_mean()_Z" -0.112674859827586
"5054" 3 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.110064863437288
"5055" 3 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.116139842908163
"5056" 3 "SITTING" "tBodyAcc_mean()_Z" -0.0983579203269231
"5057" 3 "STANDING" "tBodyAcc_mean()_Z" -0.101621722633148
"5058" 3 "LAYING" "tBodyAcc_mean()_Z" -0.101300477506452
"5059" 4 "WALKING" "tBodyAcc_mean()_Z" -0.11140306485
"5060" 4 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.114219455519231
"5061" 4 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.1067775246
"5062" 4 "SITTING" "tBodyAcc_mean()_Z" -0.10587459588
"5063" 4 "STANDING" "tBodyAcc_mean()_Z" -0.0961574905535714
"5064" 4 "LAYING" "tBodyAcc_mean()_Z" -0.110688150314815
"5065" 5 "WALKING" "tBodyAcc_mean()_Z" -0.107741776464286
"5066" 5 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.107471453914894
"5067" 5 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.100319930659574
"5068" 5 "SITTING" "tBodyAcc_mean()_Z" -0.108540300265909
"5069" 5 "STANDING" "tBodyAcc_mean()_Z" -0.102171095696429
"5070" 5 "LAYING" "tBodyAcc_mean()_Z" -0.107937603673077
"5071" 6 "WALKING" "tBodyAcc_mean()_Z" -0.110303165877193
"5072" 6 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.122082438784314
"5073" 6 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.107209356208333
"5074" 6 "SITTING" "tBodyAcc_mean()_Z" -0.110127728709091
"5075" 6 "STANDING" "tBodyAcc_mean()_Z" -0.112172831947368
"5076" 6 "LAYING" "tBodyAcc_mean()_Z" -0.133119570368421
"5077" 7 "WALKING" "tBodyAcc_mean()_Z" -0.110912234947368
"5078" 7 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.143769688803922
"5079" 7 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.096938308587234
"5080" 7 "SITTING" "tBodyAcc_mean()_Z" -0.122464597625
"5081" 7 "STANDING" "tBodyAcc_mean()_Z" -0.0997778303207547
"5082" 7 "LAYING" "tBodyAcc_mean()_Z" -0.101361036576923
"5083" 8 "WALKING" "tBodyAcc_mean()_Z" -0.107252090833333
"5084" 8 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.11512211995122
"5085" 8 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.107598135394737
"5086" 8 "SITTING" "tBodyAcc_mean()_Z" -0.104461049130435
"5087" 8 "STANDING" "tBodyAcc_mean()_Z" -0.106114996837037
"5088" 8 "LAYING" "tBodyAcc_mean()_Z" -0.102245365611111
"5089" 9 "WALKING" "tBodyAcc_mean()_Z" -0.110820512307692
"5090" 9 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.125219003959184
"5091" 9 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.0910278793952381
"5092" 9 "SITTING" "tBodyAcc_mean()_Z" -0.07537846886
"5093" 9 "STANDING" "tBodyAcc_mean()_Z" -0.0952747481333333
"5094" 9 "LAYING" "tBodyAcc_mean()_Z" -0.10754972144
"5095" 10 "WALKING" "tBodyAcc_mean()_Z" -0.109057512132075
"5096" 10 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.118180420834043
"5097" 10 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.110848597247368
"5098" 10 "SITTING" "tBodyAcc_mean()_Z" -0.104253238796296
"5099" 10 "STANDING" "tBodyAcc_mean()_Z" -0.107964083931818
"5100" 10 "LAYING" "tBodyAcc_mean()_Z" -0.117168642362069
"5101" 11 "WALKING" "tBodyAcc_mean()_Z" -0.106096304033898
"5102" 11 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.106797216481481
"5103" 11 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.111070149978261
"5104" 11 "SITTING" "tBodyAcc_mean()_Z" -0.112840218339623
"5105" 11 "STANDING" "tBodyAcc_mean()_Z" -0.108686630425532
"5106" 11 "LAYING" "tBodyAcc_mean()_Z" -0.108786578070175
"5107" 12 "WALKING" "tBodyAcc_mean()_Z" -0.10316110632
"5108" 12 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.107339730115385
"5109" 12 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.10955593226087
"5110" 12 "SITTING" "tBodyAcc_mean()_Z" -0.106307228960784
"5111" 12 "STANDING" "tBodyAcc_mean()_Z" -0.105526999754098
"5112" 12 "LAYING" "tBodyAcc_mean()_Z" -0.108160125666667
"5113" 13 "WALKING" "tBodyAcc_mean()_Z" -0.111431456192982
"5114" 13 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.125767265890909
"5115" 13 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.101993941531915
"5116" 13 "SITTING" "tBodyAcc_mean()_Z" -0.0972465110836735
"5117" 13 "STANDING" "tBodyAcc_mean()_Z" -0.112124137754386
"5118" 13 "LAYING" "tBodyAcc_mean()_Z" -0.104331864532258
"5119" 14 "WALKING" "tBodyAcc_mean()_Z" -0.106756369135593
"5120" 14 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.112279688983333
"5121" 14 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.0928330165533333
"5122" 14 "SITTING" "tBodyAcc_mean()_Z" -0.100401490425926
"5123" 14 "STANDING" "tBodyAcc_mean()_Z" -0.103817701790667
"5124" 14 "LAYING" "tBodyAcc_mean()_Z" -0.0868333315509804
"5125" 15 "WALKING" "tBodyAcc_mean()_Z" -0.107621819518519
"5126" 15 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.116952464895833
"5127" 15 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.110526066428571
"5128" 15 "SITTING" "tBodyAcc_mean()_Z" -0.11366125320339
"5129" 15 "STANDING" "tBodyAcc_mean()_Z" -0.105910832679245
"5130" 15 "LAYING" "tBodyAcc_mean()_Z" -0.118530240291667
"5131" 16 "WALKING" "tBodyAcc_mean()_Z" -0.108804049803922
"5132" 16 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.124074517745098
"5133" 16 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.119873705148936
"5134" 16 "SITTING" "tBodyAcc_mean()_Z" -0.0891404038405797
"5135" 16 "STANDING" "tBodyAcc_mean()_Z" -0.103657729076923
"5136" 16 "LAYING" "tBodyAcc_mean()_Z" -0.107310493242857
"5137" 17 "WALKING" "tBodyAcc_mean()_Z" -0.109792122032787
"5138" 17 "WALKING_UPSTAIRS" "tBodyAcc_mean()_Z" -0.121290442104167
"5139" 17 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_Z" -0.0892432745173913
"5140" 17 "SITTING" "tBodyAcc_mean()_Z" -0.11362408509375
